emprunt_id,membre_id,livre_id,titre_livre,categorie,date_emprunt,date_retour,duree_prevue_jours,statut,ville_membre,note_lecteur
3234,661,639,Les Enquetes d'Hercule Poirot - Tome 5,Policier,2024-09-08,2024-09-16,14,rendu,Fes,
3235,723,666,Alcools - Tome 5,Poesie,2024-10-13,2024-10-15,21,rendu,Tanger,2.0
3236,411,1010,La Deuxieme Guerre Mondiale - Tome 3,Histoire,2026-05-11,2026-05-23,14,rendu,Casablanca,
3237,454,745,Ainsi Parlait Zarathoustra - Tome 4,Essai,2024-07-02,2024-07-07,14,rendu,Fes,
3238,410,40,Nelson Mandela,Biographie,2024-07-21,2024-08-09,21,rendu,Marrakech,
3239,706,711,SQL pour les Nuls,Informatique,2023-12-24,2024-01-01,30,rendu,Agadir,
3240,255,1047,La Deuxieme Guerre Mondiale - Tome 2,Histoire,2023-07-21,2023-07-29,14,rendu,Fes,2.0
3241,696,427,Introduction a Python,Informatique,2023-04-14,2023-04-21,14,rendu,Tanger,1.7
3242,301,975,Madame Bovary - Tome 2,Roman,2024-06-03,2024-06-08,7,rendu,Agadir,4.3
3243,162,113,Les Miserables,Roman,2024-05-10,2024-05-16,14,rendu,Rabat,1.5
3244,136,669,Discours de la Methode,Essai,2023-07-16,2023-07-17,7,rendu,Agadir,
3245,333,1095,Le Cimetiere Marin,Poesie,2025-10-18,2025-10-21,7,rendu,Casablanca,1.6
3246,664,613,Le Cimetiere Marin,Poesie,2024-11-29,2024-12-02,30,rendu,Marrakech,2.5
3247,90,270,Une Histoire du Maroc,Histoire,2024-10-18,2024-11-01,14,rendu,Casablanca,
3248,790,1059,Histoire de l'Islam,Histoire,2023-06-04,2023-06-11,7,rendu,Agadir,
3249,358,458,Einstein,Biographie,2024-09-27,2024-09-30,21,rendu,Oujda,3.8
3250,775,644,Les Enquetes d'Hercule Poirot,Policier,2025-01-03,2025-02-01,30,rendu,Meknes,
3251,237,356,Les Enquetes d'Hercule Poirot,Policier,2025-11-20,2025-11-27,14,rendu,Fes,4.1
3252,124,841,Sapiens,Histoire,2023-10-02,2023-10-09,7,rendu,Agadir,
3253,734,886,Le Journal d'un Gars,Jeunesse,2024-05-01,2024-05-23,21,rendu_en_retard,Oujda,
3254,75,641,Nelson Mandela,Biographie,2023-03-27,2023-04-07,21,rendu,Meknes,
3255,368,861,1984,Science-Fiction,2026-05-04,2026-05-07,30,rendu,Tanger,1.9
3256,433,50,Le Capital,Essai,2025-10-31,2025-11-05,7,rendu,Casablanca,1.3
3257,292,856,Steve Jobs,Biographie,2023-07-16,2023-07-21,7,rendu,Marrakech,
3258,526,1075,Clean Code - Tome 1,Informatique,2025-10-22,2025-10-24,7,rendu,Casablanca,4.9
3259,401,235,Clean Code,Informatique,2025-03-01,2025-03-03,14,rendu,Meknes,
3260,485,1098,Le Capital - Tome 5,Essai,2024-12-22,2024-12-28,7,rendu,Agadir,
3261,611,94,Tintin,BD,2024-12-18,2024-12-22,7,rendu,Agadir,
3262,777,1141,Illuminations,Poesie,2026-01-03,2026-01-06,14,rendu,Casablanca,4.8
3263,732,1000,Sherlock Holmes,Policier,2023-11-17,2023-11-22,7,rendu,Rabat,
3264,298,917,Les Fleurs du Mal,Poesie,2023-11-13,2023-11-19,14,rendu,Meknes,2.9
3265,229,59,Data Engineering 101,Informatique,2025-12-28,,14,perdu,Meknes,
3266,619,909,Charlie et la Chocolaterie,Jeunesse,2025-12-01,2025-12-31,21,rendu_en_retard,Agadir,
3267,623,1124,Blake et Mortimer - Tome 2,BD,2024-02-23,2024-02-26,30,rendu,Tanger,2.1
3268,37,891,La Planete des Singes - Tome 1,Science-Fiction,2025-02-15,2025-02-18,30,rendu,Agadir,
3269,104,173,Le Cimetiere Marin - Tome 4,Poesie,2025-05-20,2025-05-22,21,rendu,Agadir,
3270,375,824,Nelson Mandela - Tome 3,Biographie,2024-02-29,2024-03-03,21,rendu,Casablanca,
3271,672,899,Data Engineering 101,Informatique,2024-03-05,,14,perdu,Casablanca,
3272,138,716,Le Journal d'un Gars,Jeunesse,2025-12-19,2025-12-26,21,rendu,Fes,
3273,721,977,L'Art de la Guerre,Essai,2025-09-14,,14,perdu,Fes,
3274,102,776,Ibn Battuta,Biographie,2025-10-11,2025-11-16,30,rendu_en_retard,Meknes,2.1
3275,493,315,Charlie et la Chocolaterie,Jeunesse,2023-01-26,2023-02-04,7,rendu_en_retard,Marrakech,
3276,298,691,La Deuxieme Guerre Mondiale,Histoire,2024-10-19,2024-10-22,7,rendu,Tanger,
3277,33,1039,Fondation,Science-Fiction,2023-03-16,2023-03-24,14,rendu,Meknes,
3278,243,1066,Einstein,Biographie,2025-11-10,2025-12-23,30,rendu_en_retard,Rabat,1.1
3279,791,578,Clean Code,Informatique,2024-05-24,2024-05-25,14,rendu,Casablanca,1.3
3280,229,641,Nelson Mandela,Biographie,2023-11-19,2023-11-27,21,rendu,Casablanca,
3281,732,570,Les Fleurs du Mal - Tome 1,Poesie,2023-08-06,2023-08-25,30,rendu,Meknes,2.1
3282,773,794,Alcools,Poesie,2023-11-09,2023-11-21,30,rendu,Rabat,
3283,387,322,Dune,Science-Fiction,2023-10-25,2023-11-05,21,rendu,Meknes,1.7
3284,256,77,La Peste,Roman,2023-09-23,2023-09-28,14,rendu,Casablanca,4.0
3285,463,210,Le Cimetiere Marin,Poesie,2024-01-13,2024-02-15,21,rendu_en_retard,Casablanca,
3286,105,1058,La Planete des Singes,Science-Fiction,2026-07-12,2026-07-21,14,rendu,Casablanca,2.7
3287,442,89,Lucky Luke - Tome 1,BD,2026-01-15,2026-01-17,7,rendu,Marrakech,
3288,567,602,Clean Code - Tome 5,Informatique,2024-07-18,2024-07-20,30,rendu,Meknes,
3289,427,170,Data Engineering 101,Informatique,2024-10-30,2024-11-09,14,rendu,Agadir,
3290,289,621,Le Contrat Social,Essai,2024-09-12,,14,perdu,Marrakech,
3291,266,1138,Millenium - Tome 4,Policier,2023-11-02,2023-11-15,21,rendu,Fes,
3292,251,946,Le Nom de la Rose - Tome 5,Policier,2024-04-25,2024-06-06,30,rendu_en_retard,Casablanca,1.3
3293,113,1092,Matilda - Tome 3,Jeunesse,2023-03-06,2023-03-13,14,rendu,Rabat,
3294,125,510,Maigret,Policier,2026-03-21,,30,perdu,Rabat,
3295,26,541,Une Histoire du Maroc,Histoire,2025-07-19,2025-07-24,7,rendu,Rabat,
3296,595,257,Millenium,Policier,2024-10-07,2024-10-29,30,rendu,Marrakech,
3297,744,996,Le Monde de Narnia,Jeunesse,2025-04-18,2025-04-19,14,rendu,Fes,2.1
3298,203,143,Matilda,Jeunesse,2025-11-22,2025-12-17,7,rendu_en_retard,Rabat,4.8
3299,351,176,Fondation,Science-Fiction,2024-04-19,2024-04-21,14,rendu,Oujda,
3300,685,5,Le Pragmatic Programmer - Tome 5,Informatique,2024-09-26,2024-10-13,21,rendu,Agadir,
3301,587,563,Tintin,BD,2023-04-08,2023-04-18,30,rendu,Oujda,
3302,71,45,Le Monde de Narnia - Tome 1,Jeunesse,2024-02-10,2024-02-17,7,rendu,Agadir,
3303,400,557,L'Etranger,Roman,2024-10-06,2024-11-10,30,rendu_en_retard,Oujda,4.9
3304,615,551,Steve Jobs,Biographie,2023-04-22,2023-04-23,30,rendu,Fes,5.0
3305,461,544,Introduction a Python - Tome 1,Informatique,2024-06-12,,30,perdu,Fes,
3306,253,219,Asterix - Tome 3,BD,2024-04-13,2024-05-03,30,rendu,Tanger,4.3
3307,415,616,Asterix,BD,2023-05-26,2023-05-27,7,rendu,Fes,4.0
3308,462,719,Blake et Mortimer - Tome 4,BD,2024-04-23,2024-04-28,7,rendu,Casablanca,4.7
3309,407,495,Ibn Battuta - Tome 1,Biographie,2023-06-29,2023-07-24,7,rendu_en_retard,Meknes,
3310,303,834,La Planete des Singes - Tome 5,Science-Fiction,2023-07-13,2023-07-20,14,rendu,Casablanca,2.2
3311,63,576,Odes - Tome 5,Poesie,2025-06-21,2025-07-04,21,rendu,Oujda,
3312,575,776,Ibn Battuta,Biographie,2026-07-25,2026-08-11,21,rendu,Rabat,
3313,666,505,Blake et Mortimer,BD,2025-04-10,,7,perdu,Casablanca,
3314,467,960,Alcools,Poesie,2023-01-09,2023-01-16,7,rendu,Fes,
3315,321,1176,Discours de la Methode,Essai,2024-09-26,2024-10-10,14,rendu,Casablanca,
3316,106,227,Les Fleurs du Mal - Tome 2,Poesie,2023-06-01,2023-07-15,30,rendu_en_retard,Casablanca,
3317,285,49,Blake et Mortimer,BD,2023-12-15,2023-12-18,7,rendu,Rabat,
3318,366,685,Tintin - Tome 1,BD,2026-04-27,2026-05-05,30,rendu,Fes,3.6
3319,311,1157,Les Schtroumpfs - Tome 5,BD,2025-04-13,2025-04-19,21,rendu,Fes,
3320,112,984,Fahrenheit 451,Science-Fiction,2023-02-24,2023-03-02,14,rendu,Fes,
3321,776,114,Matilda,Jeunesse,2024-09-29,2024-10-06,14,rendu,Agadir,2.5
3322,115,979,Le Petit Prince,Roman,2026-08-19,,30,en_cours,Oujda,
3323,222,1164,Le Contrat Social - Tome 2,Essai,2024-09-13,2024-09-18,30,rendu,Tanger,
3324,735,312,Data Engineering 101 - Tome 3,Informatique,2024-02-06,2024-02-19,21,rendu,Agadir,
3325,250,315,Charlie et la Chocolaterie,Jeunesse,2025-09-08,2025-09-30,30,rendu,Rabat,1.3
3326,248,561,Leonard de Vinci - Tome 4,Biographie,2026-03-26,2026-04-08,14,rendu,Oujda,
3327,400,902,Harry Potter - Tome 2,Jeunesse,2023-03-10,,30,perdu,Agadir,
3328,573,208,La Planete des Singes - Tome 2,Science-Fiction,2025-09-05,2025-09-13,14,rendu,Marrakech,3.9
3329,398,280,Lucky Luke,BD,2024-11-25,2024-12-02,7,rendu,Fes,
3330,380,539,Illuminations - Tome 5,Poesie,2025-03-16,2025-04-04,21,rendu,Oujda,4.8
3331,679,672,Harry Potter,Jeunesse,2025-01-08,,30,perdu,Fes,
3332,614,487,Le Monde de Narnia,Jeunesse,2024-05-28,2024-06-11,14,rendu,Rabat,
3333,405,815,Maigret,Policier,2026-04-09,2026-04-12,14,rendu,Casablanca,3.5
3334,178,798,Ibn Battuta - Tome 2,Biographie,2023-04-20,,7,perdu,Rabat,
3335,114,114,Matilda,Jeunesse,2023-06-20,2023-07-04,21,rendu,Rabat,
3336,471,395,Discours de la Methode - Tome 1,Essai,2026-02-24,2026-03-16,21,rendu,Rabat,1.4
3337,237,3,Dune,Science-Fiction,2023-04-07,2023-04-11,14,rendu,Tanger,
3338,385,1174,Tintin,BD,2026-07-02,2026-07-08,7,rendu,Meknes,
3339,202,447,Blake et Mortimer,BD,2023-05-31,2023-06-03,7,rendu,Rabat,
3340,478,502,Une Histoire du Maroc,Histoire,2026-07-10,2026-07-22,30,rendu,Agadir,
3341,72,284,Ibn Battuta,Biographie,2023-09-16,2023-09-21,7,rendu,Marrakech,
3342,22,842,Einstein,Biographie,2024-03-12,2024-03-16,7,rendu,Tanger,2.5
3343,654,458,Einstein,Biographie,2023-03-01,2023-03-06,14,rendu,Rabat,
3344,447,489,Einstein - Tome 5,Biographie,2025-05-17,2025-05-28,14,rendu,Rabat,
3345,474,890,Harry Potter,Jeunesse,2024-07-14,2024-07-16,7,rendu,Fes,
3346,683,139,1984,Science-Fiction,2026-03-16,2026-03-22,14,rendu,Marrakech,
3347,547,306,Le Contrat Social,Essai,2026-07-24,2026-08-23,30,rendu,Rabat,4.6
3348,247,945,Le Contrat Social - Tome 4,Essai,2026-04-09,2026-04-29,21,rendu,Agadir,
3349,170,382,Einstein - Tome 5,Biographie,2024-10-03,2024-10-10,14,rendu,Tanger,3.7
3350,286,509,Ainsi Parlait Zarathoustra,Essai,2026-07-13,2026-08-06,30,rendu,Meknes,
3351,119,153,Alcools - Tome 3,Poesie,2024-09-25,2024-10-02,14,rendu,Tanger,3.8
3352,26,657,Histoire de l'Islam,Histoire,2026-02-24,2026-03-23,30,rendu,Agadir,2.4
3353,692,115,Sherlock Holmes,Policier,2026-08-04,2026-08-10,30,rendu,Oujda,
3354,625,107,Sherlock Holmes - Tome 1,Policier,2023-12-18,2023-12-23,21,rendu,Casablanca,
3355,273,800,Le Contrat Social,Essai,2024-04-27,2024-05-11,30,rendu,Marrakech,
3356,407,810,Fahrenheit 451 - Tome 2,Science-Fiction,2023-02-16,2023-03-13,14,rendu_en_retard,Tanger,4.2
3357,180,655,Fahrenheit 451,Science-Fiction,2024-12-06,2024-12-14,30,rendu,Oujda,
3358,585,401,Introduction a Python,Informatique,2026-05-17,2026-06-05,21,rendu,Agadir,
3359,70,1156,Charlie et la Chocolaterie,Jeunesse,2026-08-10,2026-08-18,14,rendu,Tanger,
3360,76,132,La Deuxieme Guerre Mondiale,Histoire,2025-09-08,2025-09-16,14,rendu,Casablanca,3.1
3361,152,728,Les Schtroumpfs,BD,2025-03-15,2025-03-19,30,rendu,Rabat,4.8
3362,299,329,Maigret,Policier,2024-02-25,,14,perdu,Casablanca,
3363,557,88,1984 - Tome 5,Science-Fiction,2025-01-10,2025-01-12,30,rendu,Marrakech,
3364,171,518,Le Cimetiere Marin - Tome 5,Poesie,2026-07-29,2026-08-02,14,rendu,Marrakech,
3365,41,967,Charlie et la Chocolaterie - Tome 4,Jeunesse,2025-12-04,2026-01-02,14,rendu_en_retard,Fes,
3366,362,596,Blake et Mortimer,BD,2026-01-20,2026-02-11,21,rendu_en_retard,Oujda,1.3
3367,460,47,Nelson Mandela,Biographie,2026-02-01,2026-03-10,21,rendu_en_retard,Tanger,
3368,72,895,Dune - Tome 1,Science-Fiction,2023-11-25,2023-12-09,30,rendu,Fes,
3369,335,136,Alcools,Poesie,2023-11-18,2023-11-21,21,rendu,Casablanca,2.5
3370,83,67,Einstein - Tome 1,Biographie,2025-11-17,2025-11-23,7,rendu,Tanger,
3371,132,880,Le Cimetiere Marin - Tome 3,Poesie,2023-12-21,2023-12-22,14,rendu,Fes,
3372,463,276,Odes,Poesie,2023-09-22,2023-09-25,14,rendu,Fes,4.6
3373,686,557,L'Etranger,Roman,2023-10-19,2023-11-03,21,rendu,Agadir,
3374,589,235,Clean Code,Informatique,2025-06-09,2025-06-18,14,rendu,Casablanca,
3375,115,852,Charlie et la Chocolaterie - Tome 2,Jeunesse,2025-03-22,2025-04-19,14,rendu_en_retard,Meknes,
3376,483,626,Fondation,Science-Fiction,2023-01-19,2023-01-20,14,rendu,Tanger,4.6
3377,66,39,Fahrenheit 451,Science-Fiction,2025-03-08,2025-03-11,7,rendu,Oujda,3.7
3378,295,595,L'Empire Ottoman,Histoire,2024-11-09,2024-11-20,7,rendu_en_retard,Oujda,
3379,147,1189,La Deuxieme Guerre Mondiale,Histoire,2025-04-25,2025-05-05,14,rendu,Marrakech,1.5
3380,7,651,Clean Code,Informatique,2023-02-07,2023-03-02,30,rendu,Meknes,3.9
3381,200,251,Clean Code - Tome 2,Informatique,2024-11-06,2024-11-12,14,rendu,Marrakech,
3382,714,334,Introduction a Python,Informatique,2023-09-30,2023-10-07,7,rendu,Fes,
3383,664,912,Les Fleurs du Mal,Poesie,2026-07-26,2026-08-04,21,rendu,Casablanca,
3384,731,627,Le Monde de Narnia - Tome 2,Jeunesse,2025-10-14,2025-10-25,30,rendu,Fes,
3385,48,219,Asterix - Tome 3,BD,2023-06-28,2023-07-05,7,rendu,Marrakech,
3386,328,1038,Ainsi Parlait Zarathoustra,Essai,2025-06-10,2025-06-22,14,rendu,Marrakech,
3387,227,169,Sapiens,Histoire,2025-06-30,2025-07-01,21,rendu,Fes,4.6
3388,368,1093,Blake et Mortimer,BD,2025-11-05,2025-11-10,7,rendu,Oujda,3.2
3389,70,634,Clean Code - Tome 2,Informatique,2023-09-26,2023-09-30,14,rendu,Agadir,
3390,337,605,L'Etranger,Roman,2025-01-16,,14,perdu,Agadir,
3391,578,834,La Planete des Singes - Tome 5,Science-Fiction,2025-06-26,2025-07-16,21,rendu,Rabat,1.8
3392,460,1123,Millenium,Policier,2024-04-02,2024-04-09,7,rendu,Agadir,
3393,147,906,Einstein,Biographie,2024-05-27,2024-05-31,21,rendu,Rabat,
3394,1,1126,Le Contrat Social,Essai,2026-03-13,2026-04-01,21,rendu,Oujda,
3395,40,224,Les Schtroumpfs,BD,2024-12-14,2024-12-27,14,rendu,Fes,3.8
3396,610,770,Harry Potter,Jeunesse,2023-05-05,2023-05-07,7,rendu,Tanger,
3397,698,145,L'Etranger,Roman,2023-09-24,,14,perdu,Oujda,
3398,288,800,Le Contrat Social,Essai,2023-08-05,2023-08-11,7,rendu,Oujda,
3399,609,260,Le Capital,Essai,2025-08-13,2025-08-16,7,rendu,Meknes,
3400,226,433,Dune,Science-Fiction,2025-12-02,2025-12-31,30,rendu,Agadir,
3401,150,1052,Le Petit Prince,Roman,2025-01-18,2025-01-22,30,rendu,Tanger,
3402,590,958,Maigret - Tome 3,Policier,2025-03-21,2025-04-23,14,rendu_en_retard,Casablanca,
3403,482,486,Harry Potter,Jeunesse,2025-10-13,2025-11-02,21,rendu,Tanger,
3404,321,948,Harry Potter,Jeunesse,2026-08-08,2026-08-18,21,rendu,Tanger,4.9
3405,463,826,Le Journal d'un Gars,Jeunesse,2026-04-05,2026-04-08,14,rendu,Meknes,
3406,352,584,Le Nom de la Rose,Policier,2026-09-01,,14,en_cours,Oujda,
3407,364,1164,Le Contrat Social - Tome 2,Essai,2023-08-12,,30,perdu,Tanger,
3408,256,699,L'Art de la Guerre,Essai,2026-04-02,2026-04-11,14,rendu,Agadir,
3409,653,1163,Sherlock Holmes,Policier,2023-04-21,2023-05-14,30,rendu,Meknes,4.4
3410,462,1040,Harry Potter - Tome 1,Jeunesse,2024-04-01,2024-04-23,30,rendu,Rabat,3.1
3411,224,628,Matilda - Tome 3,Jeunesse,2023-03-21,2023-04-13,30,rendu,Fes,2.8
3412,687,201,Millenium - Tome 2,Policier,2025-08-12,2025-08-16,30,rendu,Fes,1.1
3413,642,6,Le Capital - Tome 3,Essai,2025-10-04,2025-10-07,14,rendu,Marrakech,3.9
3414,514,659,Alcools,Poesie,2024-08-01,2024-08-03,7,rendu,Meknes,
3415,619,697,Histoire de l'Islam,Histoire,2023-09-24,2023-09-26,21,rendu,Marrakech,4.1
3416,142,805,Steve Jobs,Biographie,2024-10-07,2024-10-11,14,rendu,Agadir,
3417,728,678,Odes,Poesie,2023-09-01,2023-09-06,21,rendu,Tanger,
3418,55,386,Blake et Mortimer,BD,2023-10-14,2023-10-22,14,rendu,Oujda,2.7
3419,628,676,Histoire de l'Islam,Histoire,2023-03-10,2023-03-16,14,rendu,Agadir,2.8
3420,43,305,Une Histoire du Maroc - Tome 5,Histoire,2023-03-17,2023-03-21,7,rendu,Tanger,2.7
3421,317,544,Introduction a Python - Tome 1,Informatique,2025-01-08,2025-01-21,21,rendu,Rabat,
3422,111,1129,Le Capital,Essai,2026-02-28,2026-03-10,14,rendu,Rabat,
3423,152,979,Le Petit Prince,Roman,2023-01-30,2023-02-14,30,rendu,Meknes,1.6
3424,154,1109,Le Journal d'un Gars,Jeunesse,2026-08-22,2026-09-02,14,rendu,Casablanca,2.2
3425,430,1142,La Planete des Singes,Science-Fiction,2024-12-23,2024-12-28,14,rendu,Agadir,4.2
3426,349,1190,Millenium,Policier,2024-11-12,2024-12-03,7,rendu_en_retard,Fes,
3427,439,14,Le Nom de la Rose,Policier,2025-10-20,2025-11-07,30,rendu,Tanger,
3428,222,476,Maigret,Policier,2026-08-16,2026-08-30,14,rendu,Fes,
3429,616,127,Harry Potter,Jeunesse,2024-06-22,,30,perdu,Marrakech,
3430,711,501,Odes,Poesie,2025-03-30,2025-04-26,30,rendu,Marrakech,
3431,435,1153,Le Capital - Tome 2,Essai,2023-02-05,2023-02-08,14,rendu,Marrakech,2.8
3432,346,48,Alcools,Poesie,2025-03-31,2025-04-05,7,rendu,Casablanca,
3433,474,49,Blake et Mortimer,BD,2023-05-18,2023-05-24,21,rendu,Casablanca,3.3
3434,214,518,Le Cimetiere Marin - Tome 5,Poesie,2024-09-25,2024-09-30,7,rendu,Oujda,
3435,118,784,Histoire de l'Islam,Histoire,2024-01-09,2024-01-11,7,rendu,Fes,
3436,237,149,Ibn Battuta,Biographie,2026-05-06,2026-05-13,14,rendu,Marrakech,4.4
3437,230,51,Matilda,Jeunesse,2025-09-10,2025-09-14,7,rendu,Casablanca,
3438,573,258,Fahrenheit 451,Science-Fiction,2023-10-25,2023-11-02,14,rendu,Tanger,4.1
3439,324,586,Blake et Mortimer,BD,2026-06-24,2026-07-12,21,rendu,Oujda,
3440,561,298,Steve Jobs - Tome 2,Biographie,2023-05-08,2023-05-14,30,rendu,Casablanca,
3441,172,864,Le Contrat Social - Tome 2,Essai,2026-03-27,2026-03-30,7,rendu,Meknes,
3442,375,1031,Les Fleurs du Mal - Tome 2,Poesie,2026-04-02,2026-05-02,21,rendu_en_retard,Oujda,
3443,582,854,Les Fleurs du Mal,Poesie,2023-02-09,2023-02-18,30,rendu,Oujda,3.5
3444,351,363,Illuminations,Poesie,2025-01-10,2025-01-28,30,rendu,Oujda,
3445,481,1014,Les Miserables - Tome 5,Roman,2026-01-26,,21,perdu,Casablanca,
3446,714,559,Matilda,Jeunesse,2025-05-03,2025-05-18,21,rendu,Casablanca,
3447,89,292,La Planete des Singes,Science-Fiction,2026-06-13,2026-06-18,30,rendu,Tanger,3.1
3448,614,280,Lucky Luke,BD,2025-11-15,2025-11-26,14,rendu,Rabat,
3449,775,774,Le Nom de la Rose,Policier,2024-06-10,2024-06-11,7,rendu,Agadir,3.0
3450,661,1057,Le Cimetiere Marin,Poesie,2025-05-18,2025-05-24,7,rendu,Meknes,
3451,11,413,Data Engineering 101,Informatique,2023-06-02,2023-06-18,30,rendu,Agadir,
3452,148,955,Nelson Mandela,Biographie,2026-04-08,2026-04-11,14,rendu,Tanger,3.7
3453,244,765,Introduction a Python,Informatique,2024-07-07,2024-07-14,7,rendu,Casablanca,3.4
3454,632,1140,Clean Code,Informatique,2024-06-19,2024-06-20,7,rendu,Rabat,
3455,709,1054,Le Journal d'un Gars - Tome 2,Jeunesse,2025-03-30,2025-04-03,30,rendu,Agadir,2.9
3456,665,212,Maigret,Policier,2023-04-23,2023-04-25,30,rendu,Tanger,2.7
3457,562,1186,Dune,Science-Fiction,2025-02-02,2025-02-17,30,rendu,Marrakech,
3458,301,845,Histoire de l'Islam,Histoire,2023-06-20,2023-06-21,7,rendu,Rabat,4.3
3459,1,105,Nelson Mandela - Tome 1,Biographie,2025-08-18,2025-08-22,7,rendu,Agadir,1.7
3460,382,99,Discours de la Methode,Essai,2023-11-01,2023-11-20,21,rendu,Oujda,4.1
3461,642,471,Illuminations,Poesie,2026-06-19,,14,perdu,Casablanca,
3462,691,353,Sapiens,Histoire,2026-06-23,2026-07-13,30,rendu,Oujda,2.8
3463,710,684,Charlie et la Chocolaterie - Tome 2,Jeunesse,2026-08-03,2026-08-10,14,rendu,Agadir,
3464,767,925,Einstein,Biographie,2024-09-25,2024-10-01,21,rendu,Agadir,3.7
3465,697,529,Einstein,Biographie,2026-08-21,2026-09-07,14,rendu_en_retard,Meknes,2.4
3466,737,433,Dune,Science-Fiction,2025-06-21,,21,perdu,Agadir,
3467,96,385,La Peste,Roman,2024-05-03,2024-05-23,30,rendu,Fes,
3468,434,810,Fahrenheit 451 - Tome 2,Science-Fiction,2026-03-20,2026-03-24,30,rendu,Meknes,
3469,5,1086,Blake et Mortimer,BD,2024-10-17,2024-10-20,21,rendu,Oujda,3.6
3470,372,1067,Alcools,Poesie,2024-09-02,2024-09-05,30,rendu,Tanger,3.4
3471,528,120,Fahrenheit 451,Science-Fiction,2024-03-09,2024-03-15,21,rendu,Tanger,
3472,691,729,Le Cimetiere Marin,Poesie,2025-06-28,2025-06-29,21,rendu,Meknes,2.0
3473,784,499,Millenium - Tome 5,Policier,2024-10-11,2024-10-23,14,rendu,Rabat,1.5
3474,709,117,Le Nom de la Rose - Tome 3,Policier,2025-11-27,2025-11-30,21,rendu,Tanger,
3475,435,1048,Le Monde de Narnia,Jeunesse,2026-06-02,2026-06-08,21,rendu,Rabat,4.3
3476,422,242,Le Pragmatic Programmer,Informatique,2025-10-21,2025-11-19,14,rendu_en_retard,Fes,
3477,710,1090,Millenium - Tome 3,Policier,2023-01-18,2023-01-20,7,rendu,Meknes,2.4
3478,508,275,Alcools,Poesie,2023-01-18,2023-01-28,21,rendu,Marrakech,
3479,530,992,Le Pragmatic Programmer,Informatique,2026-01-27,2026-01-29,7,rendu,Rabat,
3480,289,964,Le Pragmatic Programmer - Tome 4,Informatique,2024-06-07,2024-06-20,21,rendu,Casablanca,3.3
3481,467,213,Asterix,BD,2025-09-13,2025-09-19,21,rendu,Rabat,1.3
3482,188,1023,Ainsi Parlait Zarathoustra,Essai,2024-11-19,2024-11-22,7,rendu,Marrakech,
3483,186,868,SQL pour les Nuls - Tome 1,Informatique,2025-07-02,2025-07-19,30,rendu,Oujda,
3484,555,1075,Clean Code - Tome 1,Informatique,2025-08-02,2025-08-11,30,rendu,Agadir,
3485,463,604,Sapiens,Histoire,2023-05-22,2023-05-24,14,rendu,Marrakech,
3486,596,437,Matilda,Jeunesse,2025-05-01,2025-05-06,7,rendu,Meknes,2.8
3487,680,132,La Deuxieme Guerre Mondiale,Histoire,2026-04-05,2026-04-09,14,rendu,Casablanca,4.4
3488,541,587,Clean Code - Tome 4,Informatique,2024-08-26,2024-09-09,30,rendu,Agadir,
3489,72,738,Les Fleurs du Mal,Poesie,2025-04-18,2025-05-23,30,rendu_en_retard,Fes,
3490,64,954,Alcools,Poesie,2023-02-27,2023-03-08,30,rendu,Casablanca,
3491,238,210,Le Cimetiere Marin,Poesie,2025-02-14,2025-02-26,7,rendu_en_retard,Oujda,
3492,307,495,Ibn Battuta - Tome 1,Biographie,2024-05-23,2024-05-27,7,rendu,Marrakech,
3493,667,1008,Matilda,Jeunesse,2023-05-19,2023-05-25,30,rendu,Tanger,4.5
3494,361,857,Odes,Poesie,2024-01-21,2024-01-22,7,rendu,Marrakech,
3495,215,1114,Lucky Luke,BD,2023-01-30,2023-02-05,30,rendu,Oujda,
3496,49,810,Fahrenheit 451 - Tome 2,Science-Fiction,2025-05-02,2025-05-05,7,rendu,Agadir,
3497,523,679,Le Capital - Tome 2,Essai,2025-11-17,2025-11-29,30,rendu,Meknes,4.3
3498,82,1071,Histoire de l'Islam - Tome 2,Histoire,2023-02-28,2023-03-09,14,rendu,Marrakech,1.3
3499,176,1072,Sapiens,Histoire,2026-01-11,2026-01-13,30,rendu,Agadir,
3500,629,559,Matilda,Jeunesse,2025-03-09,2025-03-26,21,rendu,Marrakech,
3501,546,587,Clean Code - Tome 4,Informatique,2025-07-08,2025-07-09,7,rendu,Fes,1.9
3502,691,344,Ainsi Parlait Zarathoustra,Essai,2026-06-17,2026-07-23,30,rendu_en_retard,Fes,
3503,18,426,Illuminations,Poesie,2025-06-04,2025-06-14,30,rendu,Marrakech,
3504,767,985,Dune - Tome 2,Science-Fiction,2026-01-21,2026-03-10,30,rendu_en_retard,Agadir,1.6
3505,474,776,Ibn Battuta,Biographie,2023-03-01,2023-04-01,14,rendu_en_retard,Oujda,
3506,232,551,Steve Jobs,Biographie,2025-06-15,2025-06-16,7,rendu,Meknes,3.1
3507,228,545,Illuminations,Poesie,2026-07-30,2026-08-20,21,rendu,Agadir,
3508,351,871,La Deuxieme Guerre Mondiale - Tome 2,Histoire,2023-12-22,2023-12-25,14,rendu,Oujda,
3509,731,75,La Peste,Roman,2023-04-25,2023-05-06,21,rendu,Agadir,
3510,482,448,L'Empire Ottoman,Histoire,2023-05-05,2023-05-09,14,rendu,Marrakech,2.4
